partner_id,tenure_months,city_district,avg_customer_rating,safety_score,avg_weekly_trips,grab_pay_usage_rate,acceptance_rate,cancellation_rate,peak_hour_percentage,avg_weekly_earnings,earnings_stability_score,loan_default
1743,7,South,4.83,77.0,93,0.64,0.97,0.07,0.54,13733.411492515257,2053.77,1
1744,31,West,4.72,90.1,31,0.69,0.89,0.04,0.4,12094.067401139613,3636.68,1
1745,43,South,4.99,70.9,28,0.12,0.94,0.01,0.34,9669.633024758372,2168.78,0
1746,27,South,4.54,79.1,80,0.37,0.99,0.13,0.53,14043.607178528655,2773.6,1
1747,20,South,4.98,73.6,44,0.23,0.97,0.14,0.66,11755.069283170516,3943.62,1
1748,19,South,4.66,70.9,67,0.75,0.98,0.14,0.42,13827.079140938251,1961.52,1
1749,33,North,4.81,95.3,95,0.36,0.92,0.03,0.52,16528.25681954199,1853.7,0
1750,53,South,4.55,72.9,68,0.6,0.98,0.06,0.39,12580.685587525195,2012.85,1
1751,43,North,4.66,79.6,101,0.74,0.99,0.04,0.64,16360.582937198984,2019.62,0
1752,9,South,4.55,83.7,122,0.81,0.93,0.04,0.47,13638.327208894822,2566.58,1
1753,54,East,4.65,85.1,64,0.34,0.9,0.13,0.27,13731.81577488913,1657.21,1
1754,39,East,4.74,71.1,87,0.39,0.98,0.12,0.52,14827.61978796703,996.4,1
1755,37,East,4.91,71.1,21,0.49,0.87,0.15,0.37,11273.249548261216,991.69,0
1756,14,South,4.9,98.0,54,0.71,0.86,0.15,0.23,14432.666983084171,3166.92,0
1757,33,East,4.82,95.6,104,0.21,0.87,0.03,0.5,15751.40482075245,1500.18,0
1758,51,North,4.64,85.3,101,0.7,0.88,0.06,0.55,15802.235775864014,2334.02,1
1759,45,North,4.6,76.8,73,0.57,0.99,0.1,0.68,13847.665892833833,3978.73,1
1760,12,West,4.87,97.5,59,0.63,0.96,0.12,0.66,16095.329778434896,1782.22,0
1761,35,South,4.87,83.5,35,0.32,0.87,0.04,0.62,9756.010753170787,582.07,0
1762,7,West,4.67,92.2,58,0.18,0.92,0.01,0.3,13855.95172585703,2529.58,1
1763,57,North,4.71,88.2,57,0.49,0.86,0.07,0.66,11732.104636300992,1769.96,1
1764,50,North,4.77,73.3,128,0.48,0.89,0.05,0.34,16107.121471573597,1687.87,0
1765,44,East,4.54,94.9,79,0.14,0.86,0.01,0.7,16619.578879601257,556.37,0
1766,37,North,4.88,84.5,85,0.29,0.87,0.06,0.22,15217.21891658517,1606.1,0
1767,7,West,4.93,91.7,147,0.51,0.93,0.13,0.66,18361.30736067346,2595.26,1
1768,14,West,4.79,90.0,79,0.65,0.86,0.08,0.22,13993.76643194113,4314.3,1
1769,29,North,4.72,91.6,118,0.83,0.95,0.13,0.26,14997.24547163201,2439.77,1
1770,15,South,4.65,87.3,79,0.42,0.86,0.05,0.24,13306.678671536843,3420.47,1
1771,36,West,4.56,71.3,24,0.58,0.97,0.07,0.31,10616.76984919632,1592.97,1
1772,46,West,4.88,80.5,140,0.74,1.0,0.05,0.77,18101.49079889303,1247.05,0
1773,54,South,4.76,98.6,85,0.44,0.91,0.03,0.58,16473.46168026622,3164.48,0
1774,12,West,4.86,92.3,69,0.85,0.89,0.01,0.66,12648.420841460638,1563.61,0
1775,27,East,4.53,76.4,131,0.47,0.92,0.06,0.21,18064.04002141272,2290.35,1
1776,53,West,4.56,71.8,106,0.64,0.97,0.02,0.69,18683.05544492616,1278.03,0
1777,54,West,4.89,70.6,101,0.86,0.98,0.09,0.77,16381.341828692359,3347.26,1
1778,52,East,4.59,85.0,63,0.49,0.93,0.08,0.75,13572.867956833674,2939.41,1
1779,50,North,4.85,92.3,93,0.71,0.86,0.1,0.35,15480.877679386518,1026.17,0
1780,11,South,4.76,72.6,73,0.36,0.9,0.03,0.62,15575.371486545633,0.0,1
1781,9,East,4.83,83.7,88,0.49,0.95,0.09,0.63,15621.92427671311,635.94,0
1782,41,East,4.91,90.5,61,0.23,0.94,0.12,0.22,13502.194891627101,2486.33,1
1783,48,East,4.79,85.2,57,0.83,0.97,0.06,0.68,15084.945577288929,1744.12,0
1784,32,South,4.64,84.3,82,0.24,0.96,0.04,0.59,12822.068029963077,2408.9,1
1785,38,East,4.95,82.8,68,0.83,0.91,0.12,0.57,14141.530508544016,2990.29,1
1786,51,West,4.88,73.6,95,0.54,0.98,0.13,0.48,15060.245586203568,1605.96,0
1787,41,West,4.65,84.2,35,0.36,0.94,0.15,0.37,11867.026854899657,0.0,1
1788,52,South,4.56,74.5,58,0.22,0.88,0.08,0.74,12403.450211236994,2489.99,1
1789,49,South,4.91,90.0,90,0.18,0.87,0.13,0.63,13912.47352726396,2026.18,0
1790,10,West,4.56,95.7,54,0.77,0.91,0.02,0.43,10725.541205858504,1626.2,0
1791,26,West,4.62,100.0,93,0.79,0.85,0.03,0.35,14160.230726087735,1350.76,0
1792,23,North,4.84,80.3,128,0.62,0.91,0.12,0.78,15339.973108647231,1136.74,0
1793,23,South,4.6,96.2,144,0.4,0.93,0.14,0.57,17632.696913743395,1678.14,1
1794,28,South,4.53,84.4,71,0.86,0.9,0.02,0.43,14563.914918525883,2572.83,1
1795,6,North,4.64,93.5,42,0.6,0.97,0.12,0.64,12098.859182178212,1614.54,1
1796,58,North,4.95,87.6,134,0.64,0.86,0.11,0.68,19434.398317445888,3146.12,0
1797,2,South,4.63,96.8,146,0.64,0.89,0.08,0.69,17041.29765775114,1540.49,1
1798,40,North,4.75,94.6,33,0.31,0.9,0.11,0.42,12060.905575217235,1350.98,0
1799,2,North,4.61,86.6,64,0.78,0.9,0.13,0.28,13440.24955695232,3849.73,1
1800,3,West,4.65,86.6,59,0.53,0.96,0.09,0.66,13586.564868371437,967.64,1
1801,22,West,4.53,77.6,133,0.36,0.91,0.12,0.47,16350.513222127163,2448.39,1
1802,37,South,4.53,81.6,87,0.27,0.86,0.05,0.66,12923.392746268182,1661.9,1
1803,40,East,4.57,91.6,111,0.61,0.87,0.11,0.41,15787.771748385994,1947.66,1
1804,30,North,4.91,89.2,102,0.23,0.99,0.07,0.23,15834.631892047351,2471.75,0
1805,34,West,4.77,75.3,70,0.68,0.86,0.1,0.64,15004.280000877232,880.55,1
1806,43,North,4.61,95.9,88,0.31,0.99,0.07,0.2,15013.220978200565,1446.4,0
1807,34,South,4.61,85.9,107,0.47,0.88,0.03,0.34,14600.651859384869,2617.35,1
1808,41,West,4.67,84.3,59,0.47,0.95,0.12,0.54,17006.256381281735,2377.45,1
1809,47,North,4.62,75.0,102,0.89,0.87,0.01,0.47,14853.04141050979,2219.14,1
1810,18,West,4.98,83.9,112,0.26,0.92,0.03,0.52,16245.681095293017,3013.52,0
1811,12,North,4.5,74.7,136,0.88,0.91,0.06,0.73,18359.529363735473,600.26,1
1812,15,East,4.73,97.4,34,0.31,0.93,0.05,0.73,13157.034225812036,2564.2,0
1813,26,West,4.81,87.2,61,0.14,0.94,0.05,0.66,14381.684775583737,2301.66,0
1814,39,West,4.68,76.6,59,0.83,0.91,0.06,0.75,15004.448061133557,2587.93,1
1815,49,South,4.77,91.0,88,0.24,0.99,0.1,0.35,11960.975346401934,1531.53,0
1816,28,North,4.59,79.5,84,0.37,0.92,0.12,0.42,15529.890734512786,1277.02,1
1817,10,South,4.57,95.1,89,0.67,0.87,0.13,0.75,13892.853804442351,1322.0,1
1818,54,North,4.52,81.4,118,0.37,0.95,0.02,0.42,14740.35146477339,1767.8,0
1819,4,South,4.61,84.4,27,0.46,0.94,0.08,0.75,11144.570578994662,356.37,1
1820,56,North,4.76,72.1,135,0.87,0.97,0.06,0.31,15205.724601415524,717.4,1
1821,37,North,4.9,84.6,135,0.83,0.95,0.06,0.24,17760.13959000673,3317.39,1
1822,37,West,4.96,92.9,44,0.37,0.94,0.09,0.46,13602.151689053779,4032.32,1
1823,10,East,4.86,84.1,122,0.66,0.87,0.02,0.64,14668.029049411694,3019.62,1
1824,1,East,4.81,90.8,53,0.4,0.94,0.02,0.65,9320.202664728298,1496.61,1
1825,56,West,4.71,75.6,54,0.57,0.92,0.11,0.21,15612.748851147655,3083.54,1
1826,31,East,4.59,76.5,85,0.54,0.99,0.01,0.71,16174.36689962056,1412.65,0
1827,53,North,4.53,82.2,107,0.49,0.91,0.12,0.45,17829.428226147502,1608.18,1
1828,17,East,4.75,72.1,30,0.59,0.87,0.08,0.77,11024.230370444619,1309.98,1
1829,36,East,4.7,88.6,79,0.61,0.9,0.06,0.72,15611.754303127327,2319.99,0
1830,59,East,4.56,81.5,122,0.37,0.99,0.07,0.23,15114.947368567628,2384.72,0
1831,41,North,4.66,77.1,139,0.25,0.97,0.14,0.21,17371.953274250245,3090.32,1
1832,42,South,4.86,96.4,83,0.65,0.87,0.06,0.64,15767.909362078557,1900.18,0
1833,1,West,4.9,74.2,85,0.55,0.86,0.02,0.39,15000.426798679642,1575.32,1
1834,21,West,4.71,70.1,148,0.74,0.89,0.08,0.24,17427.867062094516,1088.15,1
1835,47,South,4.89,70.9,56,0.59,0.98,0.11,0.74,12595.68753379651,2069.84,1
1836,1,North,4.84,92.3,134,0.25,0.96,0.11,0.6,18954.82130672834,1600.3,1
1837,11,East,4.73,82.2,70,0.54,0.95,0.11,0.25,13036.399219325767,544.7,0
1838,10,West,4.92,86.3,43,0.79,0.87,0.03,0.33,13280.967329260448,2473.24,0
1839,40,West,4.56,75.3,41,0.42,0.95,0.02,0.24,12369.009314963412,2865.49,1
1840,56,South,4.52,77.9,118,0.2,0.95,0.02,0.62,15077.522553994337,0.0,1
1841,43,East,4.77,71.7,86,0.42,1.0,0.04,0.32,11201.695932638191,2406.19,1
1842,59,South,4.51,87.0,66,0.37,0.98,0.08,0.46,15637.739950523375,3649.91,1
1843,21,North,4.84,73.4,28,0.31,0.94,0.1,0.24,9391.841440124572,1326.41,0
1844,43,East,4.92,76.1,136,0.7,0.87,0.14,0.77,21032.360358330126,426.58,1
1845,4,West,4.96,78.0,94,0.71,0.94,0.12,0.26,16912.847237488488,2667.01,1
1846,3,South,4.71,70.5,60,0.3,0.9,0.14,0.53,15169.11151076229,3054.24,1
1847,57,West,4.74,83.7,25,0.33,0.91,0.04,0.51,13256.176720463098,3358.6,0
1848,44,East,4.8,76.7,38,0.34,0.94,0.07,0.34,10921.094398236695,3132.14,1
1849,44,South,4.7,74.4,126,0.31,0.92,0.11,0.68,18342.973677027127,724.25,1
1850,57,East,4.73,94.6,112,0.52,0.99,0.14,0.66,14880.665185267195,1276.62,0
1851,46,South,4.55,76.8,115,0.75,0.87,0.04,0.63,15696.061557297402,808.6,1
1852,22,South,4.83,97.0,77,0.71,0.98,0.1,0.47,14111.997111031218,3854.05,0
1853,5,West,4.56,79.6,87,0.19,0.85,0.12,0.43,13817.871614823564,2517.11,1
1854,29,East,4.92,90.8,110,0.57,0.89,0.07,0.3,16594.875397318698,3111.19,0
1855,22,North,4.73,75.8,100,0.57,0.86,0.07,0.56,12793.23860527997,2298.27,1
1856,42,South,4.58,91.5,107,0.86,0.92,0.08,0.6,12632.932445388675,1662.56,0
1857,28,West,4.97,76.8,95,0.31,0.96,0.11,0.58,13539.90091059913,23.93,0
1858,36,North,4.61,97.7,37,0.47,0.99,0.15,0.23,11016.337279198888,1786.34,0
1859,7,North,4.53,73.4,99,0.11,0.87,0.07,0.75,13717.52075790815,745.61,1
1860,57,South,4.9,91.8,146,0.19,0.91,0.12,0.72,16934.148838497473,3776.59,1
1861,11,East,4.98,89.2,29,0.87,0.98,0.12,0.57,14646.01552028747,649.09,0
1862,59,West,4.92,76.5,31,0.85,0.9,0.13,0.26,11368.13105852314,3030.29,0
1863,21,East,4.69,91.1,113,0.57,0.87,0.07,0.21,14216.205964577352,983.11,0
1864,28,South,4.87,75.4,96,0.71,1.0,0.1,0.71,15688.12796897086,3944.28,1
1865,55,South,4.87,78.0,129,0.16,0.88,0.02,0.62,20281.162065862092,946.86,1
1866,43,North,4.54,79.4,20,0.24,0.97,0.13,0.38,9603.241909589693,2806.35,1
1867,32,South,4.83,96.4,91,0.65,0.92,0.08,0.8,16643.417391993713,3862.6,1
1868,50,North,4.98,71.7,56,0.88,0.96,0.12,0.65,15570.405247302178,1097.61,0
1869,51,South,4.57,96.9,143,0.46,0.92,0.14,0.56,18236.36405207921,1923.74,0
1870,21,North,4.8,83.3,116,0.34,0.91,0.02,0.41,16128.328915278064,2076.45,1
1871,32,South,4.73,74.6,94,0.47,0.91,0.12,0.59,14372.682508097134,383.5,1
1872,16,South,4.76,86.3,128,0.66,0.95,0.07,0.5,16097.644702644751,2257.15,0
1873,48,East,4.91,79.1,42,0.31,0.94,0.09,0.75,14267.158586229662,2075.96,1
1874,21,South,4.58,75.1,83,0.58,0.97,0.15,0.44,15104.766184595052,2581.84,1
1875,36,East,4.91,89.4,81,0.22,0.91,0.01,0.69,15185.496338192765,3238.48,0
1876,14,West,4.52,89.4,93,0.26,0.86,0.02,0.22,13732.747798532899,1844.12,0
1877,40,North,4.93,98.1,137,0.25,0.87,0.04,0.76,17703.802762681877,2938.61,0
1878,42,West,4.61,89.2,86,0.3,0.97,0.03,0.64,13518.347591156959,2413.61,0
1879,41,East,4.58,97.0,59,0.7,0.89,0.13,0.2,15063.386440819191,3247.98,1
1880,23,East,4.93,82.8,82,0.78,0.86,0.02,0.27,14531.29333694857,1824.51,1
1881,58,North,4.72,94.8,56,0.64,0.95,0.03,0.79,14413.03008393717,907.4,0
1882,50,West,4.78,99.4,36,0.75,0.93,0.05,0.53,13254.563255626443,1841.85,0
1883,15,East,4.88,88.5,30,0.17,0.92,0.09,0.33,12419.840994604552,1568.35,0
1884,14,East,4.58,97.3,43,0.48,0.95,0.02,0.52,14067.472941986818,460.47,0
1885,49,North,4.68,94.4,116,0.36,0.86,0.02,0.76,17129.29611684175,2842.91,0
1886,17,North,4.87,86.7,108,0.85,0.98,0.03,0.33,13879.721365848187,2126.79,0
1887,22,North,4.63,78.5,94,0.8,0.88,0.11,0.65,15445.098754963197,3424.44,1
1888,1,South,4.83,78.2,34,0.16,0.91,0.13,0.5,12805.833872789259,2704.31,1
1889,3,East,4.87,75.8,55,0.26,0.9,0.02,0.59,15800.55304332108,2466.82,1
1890,43,South,4.74,90.7,36,0.11,0.92,0.14,0.72,12675.429452158685,2358.73,1
1891,55,East,4.61,71.7,47,0.47,0.88,0.14,0.23,11414.625648336754,1403.85,1
1892,3,East,4.83,73.8,27,0.86,0.99,0.01,0.26,14052.417716391657,2073.71,0
1893,13,South,4.74,80.1,78,0.21,0.91,0.01,0.55,14528.06832784978,1921.05,1
1894,42,North,4.89,77.9,64,0.26,0.97,0.11,0.3,12741.195083457143,2380.61,0
1895,8,East,4.93,74.1,103,0.54,0.98,0.11,0.3,14580.0713050869,1952.97,1
1896,8,South,4.71,83.5,111,0.32,0.87,0.02,0.27,13708.07509685448,1569.27,1
1897,54,North,4.83,84.2,102,0.56,0.95,0.11,0.51,18319.50911532584,3651.93,0
1898,33,West,4.89,99.9,38,0.62,0.87,0.11,0.42,11567.844975444525,1507.12,0
1899,26,North,4.71,93.4,138,0.18,0.94,0.1,0.34,16961.019342934065,2068.7,0
1900,15,East,4.71,86.0,43,0.51,0.89,0.04,0.78,12314.776342408906,1178.26,0
1901,19,North,4.7,85.2,83,0.56,0.85,0.07,0.61,13620.48593514369,1904.33,1
1902,12,South,4.91,90.4,64,0.87,0.86,0.15,0.29,12968.111346696885,3225.99,1
1903,44,East,4.8,81.9,84,0.5,0.97,0.14,0.35,14703.038865910497,1687.43,1
1904,3,West,4.94,89.0,28,0.25,0.9,0.11,0.59,12610.256637010727,2077.08,1
1905,13,East,4.63,75.8,116,0.39,0.86,0.08,0.36,16040.970711478909,1310.74,0
1906,11,North,4.82,77.8,79,0.26,0.99,0.06,0.28,14829.987899018823,3057.45,1
1907,3,South,4.56,70.9,73,0.3,1.0,0.07,0.53,15945.249311603358,1629.63,1
1908,53,South,4.95,86.0,105,0.81,0.95,0.09,0.28,14755.313149243715,1382.0,0
1909,52,West,4.67,76.4,109,0.21,0.86,0.06,0.65,14968.00098088888,3295.86,1
1910,23,West,4.61,74.8,144,0.63,0.87,0.15,0.43,17943.349060898716,3067.86,1
1911,11,North,4.92,94.3,128,0.79,0.92,0.05,0.76,14968.08719160075,2582.74,0
1912,22,West,4.69,84.9,141,0.85,0.89,0.13,0.23,16610.06521296959,1897.14,1
1913,25,South,4.78,71.9,146,0.56,0.94,0.02,0.42,15339.634342696774,1420.47,1
1914,36,South,4.54,91.9,25,0.62,0.99,0.03,0.23,10907.099233782641,523.15,0
1915,15,West,4.61,71.8,117,0.45,0.88,0.11,0.24,15678.642897909454,1826.67,1
1916,7,West,4.55,86.3,146,0.52,0.91,0.04,0.42,17034.878844783525,1998.72,1
1917,52,North,4.61,90.8,120,0.81,1.0,0.05,0.48,16377.043681642082,2212.39,0
1918,11,North,4.51,94.6,45,0.23,0.94,0.12,0.71,11681.874334629725,2495.4,1
1919,39,West,4.73,75.9,67,0.87,0.87,0.1,0.38,15564.30944312309,120.25,1
1920,14,North,4.74,86.4,54,0.56,0.92,0.09,0.33,10241.909809150538,640.77,0
1921,43,North,4.58,83.5,111,0.24,0.99,0.14,0.39,15981.345471492621,3654.35,1
1922,58,West,4.92,72.1,63,0.24,0.95,0.1,0.8,12358.67406350121,2030.82,0
1923,1,North,4.6,73.7,51,0.16,0.92,0.13,0.22,10717.299146559993,1804.11,1
1924,41,South,4.64,71.6,58,0.89,0.94,0.11,0.45,14895.462228806015,3676.56,1
1925,40,South,4.63,97.9,100,0.25,0.99,0.01,0.46,14574.099057234313,2524.14,0
1926,41,North,4.63,71.2,107,0.55,0.88,0.06,0.72,14654.160248823524,833.64,0
1927,48,North,4.97,84.4,100,0.51,0.98,0.07,0.28,14861.536842219806,902.18,0
1928,28,North,4.5,97.9,33,0.88,0.97,0.14,0.72,12476.030372073066,2338.63,1
1929,50,East,4.69,80.3,75,0.6,0.99,0.07,0.32,13130.021338097253,1539.4,0
1930,40,South,4.66,95.8,89,0.12,0.9,0.05,0.53,12998.858819305915,1575.39,1
1931,4,South,4.5,85.9,28,0.82,0.91,0.14,0.29,12687.042618997233,705.51,1
1932,27,West,4.53,85.1,117,0.81,0.9,0.03,0.4,13253.081386226007,2547.28,1
1933,44,West,4.75,93.8,135,0.12,0.91,0.09,0.56,15331.148621414235,1154.48,0
1934,56,South,4.84,90.3,88,0.86,0.97,0.05,0.44,15557.536614234145,2554.52,0
1935,3,North,4.54,93.0,122,0.66,0.86,0.02,0.43,17961.546755374155,2597.15,1
1936,1,West,4.79,70.1,40,0.84,0.87,0.1,0.32,12830.00337177153,1092.41,1
1937,22,West,4.54,79.0,76,0.33,0.96,0.06,0.31,14806.101708579365,1243.96,1
1938,47,North,4.8,97.9,102,0.89,0.86,0.1,0.52,15638.41006118452,2530.1,0
1939,13,East,4.99,71.0,83,0.2,0.97,0.01,0.47,15018.36036037055,4508.39,1
1940,15,West,4.76,76.7,28,0.44,0.89,0.07,0.53,11881.43875704755,2114.14,1
1941,38,West,4.58,91.2,130,0.53,0.97,0.13,0.77,17644.725119438885,3287.2,1
1942,12,South,4.68,93.8,148,0.64,0.97,0.08,0.24,16732.283098357027,497.0,0
1943,2,East,4.63,78.8,141,0.38,0.94,0.06,0.65,18914.914779751485,2580.04,1
1944,13,North,4.88,98.1,80,0.67,0.88,0.02,0.45,12558.02770940203,1270.23,0
1945,37,South,4.69,97.3,95,0.26,0.94,0.12,0.51,15341.59432637458,3003.04,0
1946,29,South,4.84,79.7,123,0.52,0.89,0.13,0.46,15952.04119289127,2459.47,1
1947,11,East,4.7,78.5,64,0.28,0.94,0.13,0.48,13690.085186306498,1388.04,1
1948,4,South,4.93,83.4,131,0.46,0.95,0.05,0.63,15592.105106049166,1953.99,1
1949,11,West,4.5,78.6,102,0.44,0.92,0.08,0.76,14904.206325667637,833.21,1
1950,54,West,4.83,82.1,113,0.48,0.92,0.06,0.8,16656.940374329708,4173.83,1
1951,32,South,4.83,81.0,61,0.15,0.87,0.1,0.66,13552.080454388417,3277.14,1
1952,23,West,4.71,98.1,25,0.61,0.88,0.05,0.48,11333.740881742826,1939.81,0
1953,8,East,4.78,93.5,67,0.44,0.96,0.1,0.25,12207.966976528518,1351.87,0
1954,3,East,4.84,75.0,48,0.77,0.94,0.03,0.7,11371.69923445398,0.0,0
1955,5,North,4.63,85.4,115,0.89,0.96,0.04,0.37,16138.982781967974,522.98,0
1956,30,West,4.97,71.3,116,0.65,0.95,0.11,0.51,14669.19187401814,1687.64,1
1957,16,North,4.86,94.4,120,0.18,0.99,0.01,0.32,16681.456408272286,439.4,0
1958,42,East,4.97,74.3,69,0.84,0.92,0.14,0.33,15341.059012362735,2230.36,1
1959,40,East,4.75,77.6,87,0.48,0.93,0.02,0.75,14853.168931160886,2081.98,1
1960,53,West,4.64,92.8,68,0.79,0.95,0.1,0.49,15925.928097116413,2864.89,0
1961,58,East,4.79,97.3,32,0.49,0.86,0.08,0.23,15316.948398390205,3590.62,0
1962,11,South,4.69,74.7,67,0.43,0.88,0.03,0.39,9395.20654025351,859.23,1
1963,52,West,4.67,92.2,85,0.33,0.87,0.12,0.6,13210.807632727976,3109.44,1
1964,40,South,4.77,97.2,140,0.79,0.99,0.06,0.66,19187.938176775428,2722.12,0
1965,13,South,4.97,85.4,90,0.64,1.0,0.06,0.75,13982.316114346155,1728.16,0
1966,48,West,4.85,82.4,130,0.24,0.99,0.14,0.73,17269.953514002,715.99,1
1967,23,East,4.66,89.5,140,0.4,0.93,0.03,0.2,15607.75559706951,2226.38,0
1968,2,West,4.73,85.7,32,0.63,0.99,0.06,0.39,9940.359879512409,1524.84,0
1969,58,South,4.86,97.1,99,0.86,0.86,0.07,0.64,12567.915283013306,3967.84,0
1970,28,North,4.84,73.5,54,0.37,0.89,0.02,0.57,12275.036717019539,903.29,0
1971,50,South,4.85,88.4,111,0.4,0.9,0.08,0.39,18411.13266597281,994.48,0
1972,51,South,4.77,82.7,40,0.5,0.95,0.08,0.74,9905.715034550134,2365.9,1
1973,21,West,4.85,90.4,147,0.19,0.98,0.08,0.38,19584.33199405209,2748.61,0
1974,4,North,4.96,86.3,52,0.84,0.96,0.12,0.54,14288.545905752999,1858.39,1
1975,24,North,4.9,85.2,143,0.75,0.85,0.08,0.31,19445.06809044582,1967.13,1
1976,40,East,4.74,73.3,92,0.38,0.97,0.03,0.75,14005.789692659067,3018.96,1
1977,33,West,4.93,81.3,32,0.38,1.0,0.01,0.55,9771.91241409647,1736.41,0
1978,50,North,4.57,81.3,62,0.5,0.92,0.06,0.74,14834.679815463804,2076.14,0
1979,39,West,4.9,94.3,32,0.58,0.88,0.02,0.46,12036.323248689834,2101.22,0
1980,37,West,4.78,81.1,61,0.16,0.94,0.11,0.44,14189.392125410583,2342.63,1
1981,26,South,4.59,77.8,56,0.22,1.0,0.05,0.27,11277.959009184784,1247.07,0
1982,31,West,4.65,80.6,112,0.7,0.92,0.15,0.41,16732.550179402242,1141.76,1
1983,33,North,4.85,82.5,72,0.46,0.89,0.03,0.24,13932.762423290762,912.39,0
1984,13,East,4.95,89.7,126,0.27,0.93,0.05,0.46,18066.777529899122,1599.01,0
1985,59,West,4.98,71.3,98,0.75,0.95,0.15,0.59,13378.232621589825,334.44,1
1986,52,North,4.67,90.0,127,0.18,0.89,0.08,0.28,15979.701967145023,1770.82,0
1987,58,West,4.84,71.2,125,0.66,0.85,0.15,0.73,18801.807979661495,2822.02,1
1988,2,East,4.98,89.8,118,0.55,0.91,0.02,0.78,16200.958003180962,1397.76,0
1989,47,West,4.54,74.0,105,0.56,0.92,0.05,0.29,15243.760634903585,2177.5,1
1990,4,East,4.69,88.2,23,0.69,0.97,0.1,0.63,12846.985659602313,2492.42,1
1991,59,East,4.69,73.4,37,0.82,0.86,0.11,0.45,12814.253281685742,1282.97,0
1992,12,South,4.93,73.2,38,0.82,0.87,0.08,0.37,13548.749379419713,2338.34,1
1993,51,West,4.83,96.9,21,0.64,0.88,0.06,0.67,8458.71848791682,3248.1,0
1994,43,North,4.91,91.0,120,0.75,0.99,0.05,0.44,17883.633309130677,824.53,0
1995,52,West,4.73,93.3,49,0.12,0.9,0.04,0.44,13509.800430484174,2182.04,0
1996,30,East,4.9,93.2,101,0.3,0.98,0.05,0.36,14228.955184541523,1785.56,0
1997,58,West,4.89,96.3,137,0.42,0.87,0.02,0.55,17591.53670577,1661.65,0
1998,26,East,4.88,77.2,122,0.79,0.99,0.15,0.22,16180.012009275044,881.45,1
1999,6,North,4.9,88.0,91,0.81,0.89,0.11,0.6,15290.776273599186,0.0,1
2000,1,West,4.76,84.3,83,0.5,0.87,0.13,0.7,14200.979130185153,326.31,1
2001,11,East,4.81,82.5,28,0.26,0.9,0.04,0.39,12789.285671768968,2210.95,0
2002,46,South,4.85,78.8,98,0.56,0.87,0.09,0.72,16830.576304463193,1042.17,1
2003,57,South,4.93,93.3,99,0.53,0.92,0.11,0.56,16021.75140719405,630.65,0
2004,35,South,4.94,80.9,128,0.54,0.88,0.12,0.73,19158.272654819735,1208.13,0
2005,20,West,4.84,82.9,76,0.72,0.92,0.1,0.23,13080.654253394709,4969.14,1
2006,52,West,4.92,81.9,87,0.19,0.94,0.05,0.29,14368.109193013232,2135.83,0
2007,8,East,4.82,84.7,95,0.43,0.96,0.1,0.5,15130.80651387443,2382.78,1
2008,57,East,4.62,85.6,23,0.15,0.99,0.02,0.36,11186.213519759762,1005.25,0
2009,54,West,4.83,78.1,40,0.32,0.86,0.05,0.67,11243.919841378334,2038.13,1
2010,36,East,4.92,71.9,110,0.48,0.99,0.08,0.31,17584.574503027794,2825.28,1
2011,58,North,4.96,89.3,72,0.12,0.87,0.08,0.33,9839.578738202792,1964.53,0
2012,57,East,4.54,92.4,44,0.6,0.97,0.15,0.79,12630.137099472557,3042.92,1
2013,23,North,4.92,85.7,85,0.12,0.97,0.11,0.39,13569.032825594017,1741.54,1
2014,50,North,4.56,87.1,26,0.14,0.98,0.02,0.76,11204.021345650128,1316.36,0
2015,4,North,4.88,79.2,92,0.9,0.89,0.12,0.65,15863.236807060772,1268.47,1
2016,36,West,4.51,96.6,124,0.57,0.88,0.09,0.55,15795.149718731445,3066.23,0
2017,29,South,4.7,96.8,85,0.63,0.91,0.07,0.58,14494.314223372534,3048.15,1
2018,23,East,4.76,77.3,45,0.57,0.86,0.08,0.24,12681.364882801143,2916.74,1
2019,53,East,4.66,91.1,143,0.81,1.0,0.09,0.26,14787.76984460874,2049.32,0
2020,35,East,4.69,74.4,55,0.52,0.86,0.09,0.62,12558.875702994776,3046.97,1
2021,49,East,4.57,92.1,28,0.41,0.85,0.14,0.57,12351.768881028347,2239.08,1
2022,35,West,4.78,98.6,121,0.47,0.93,0.1,0.63,18727.267492597613,3504.19,0
2023,33,North,4.65,73.0,22,0.53,0.89,0.01,0.27,7944.679323650469,1019.1,0
2024,10,South,4.71,86.2,33,0.8,0.95,0.11,0.43,9544.301582640494,2930.69,1
2025,3,South,4.54,82.2,68,0.4,0.99,0.08,0.4,15132.508837807814,3489.11,1
2026,39,North,4.65,94.7,53,0.43,0.89,0.14,0.7,13545.57070752304,1854.86,1
2027,44,East,4.59,77.4,149,0.52,0.99,0.14,0.68,21113.32328801057,1467.61,1
2028,21,North,4.64,70.8,97,0.33,0.91,0.13,0.63,15192.546396816762,3840.39,1
2029,59,West,4.88,86.7,143,0.19,0.97,0.1,0.73,16870.230514591756,2143.53,1
2030,38,South,4.67,95.9,58,0.13,0.99,0.15,0.68,10807.09943134908,390.85,0
2031,18,North,4.73,94.0,75,0.58,0.91,0.03,0.69,17956.792393526557,2509.07,0
2032,40,South,4.88,80.7,67,0.89,0.85,0.08,0.29,13790.518479589036,2435.79,1
